PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
479.2,,7.02,12.81,,,0.64,2.86,56.49,0.03,1.65,550.0,Severe
133.48,,54.16,112.13,95.12,,54.16,93.54,45.02,14.09,54.92,1241.0,Severe
314.46,,120.65,108.12,6.24,,3.26,7.18,48.85,9.29,21.33,487.0,Severe
257.28,,12.28,21.22,13.2,,2.31,30.81,23.45,0.67,3.05,418.0,Severe
277.97,,10.47,13.02,4.22,,2.67,5.33,46.88,0.26,0.79,442.0,Severe
,493.89,7.53,7.87,,6.63,,84.34,10.17,,,460.0,Severe
267.93,418.89,135.62,104.89,231.23,49.27,1.74,24.28,31.93,24.43,48.9,425.0,Severe
85.51,,30.39,98.09,70.53,,30.39,107.36,40.02,27.59,139.46,764.0,Severe
84.47,,27.88,85.23,63.88,,27.88,70.3,59.98,4.21,32.42,730.0,Severe
145.22,389.03,62.73,102.55,48.4,42.18,0.75,42.39,35.43,5.76,31.63,403.0,Severe
45.84,,26.72,29.72,34.15,,26.72,61.44,35.85,13.84,45.8,409.0,Severe
116.93,,31.48,118.96,104.3,,31.48,98.31,53.2,24.48,128.41,1260.0,Severe
28.15,,29.08,88.14,64.7,,29.08,70.24,,3.94,16.02,580.0,Severe
314.82,491.79,7.01,39.28,31.47,,1.43,17.94,20.41,2.0,5.97,431.0,Severe
446.68,,60.76,62.1,76.25,55.7,1.81,10.83,45.74,1.18,1.76,454.0,Severe
311.08,498.38,140.59,117.07,139.36,74.39,2.54,29.99,175.04,17.15,48.03,501.0,Severe
91.37,,28.26,91.43,37.49,,28.26,51.83,38.19,4.04,32.27,702.0,Severe
304.69,,7.74,10.15,,,,9.86,13.49,3.06,30.59,419.0,Severe
41.74,92.88,36.07,26.88,38.15,,36.07,100.04,30.37,1.02,30.57,528.0,Severe
22.11,,24.68,100.39,67.38,,24.68,78.83,,3.94,16.02,428.0,Severe
256.46,,55.97,55.48,111.46,,2.06,4.13,10.72,0.19,0.84,445.0,Severe
451.4,,196.42,40.48,223.87,,5.48,6.59,41.75,0.79,2.4,542.0,Severe
33.2,,36.15,56.35,54.46,,36.15,96.68,8.76,4.88,22.06,556.0,Severe
258.02,,22.99,19.66,18.96,,2.3,46.42,,4.21,27.1,427.0,Severe
243.68,,12.27,18.58,4.22,,3.2,4.87,37.37,,,427.0,Severe
82.88,,18.59,73.74,27.9,,18.59,56.89,47.67,7.12,27.68,574.0,Severe
281.76,399.82,127.69,111.52,58.08,63.32,1.55,25.26,32.17,5.53,14.85,471.0,Severe
81.1,,19.42,109.07,67.15,,19.42,93.3,65.69,19.56,72.46,532.0,Severe
147.38,,6.4,35.82,40.22,,6.4,46.89,17.94,14.23,41.88,437.0,Severe
357.91,,25.66,26.5,52.16,,2.63,6.35,3.6,0.32,0.89,530.0,Severe
376.76,,12.73,26.97,25.98,,0.29,1.17,25.87,0.03,,531.0,Severe
243.71,,32.77,34.81,67.58,,2.15,8.73,15.81,0.24,0.81,407.0,Severe
39.88,184.17,34.38,60.79,67.29,,34.38,26.36,55.36,2.1,31.43,627.0,Severe
42.31,118.65,17.47,81.84,59.84,,17.47,89.57,46.68,15.98,83.87,813.0,Severe
277.66,,4.29,14.85,4.22,,1.61,7.22,39.27,0.13,,418.0,Severe
268.33,,8.23,48.23,28.58,36.18,0.42,8.98,39.44,0.0,0.0,476.0,Severe
271.42,470.08,139.98,101.44,164.44,64.78,3.28,26.81,124.74,9.41,35.26,455.0,Severe
171.39,299.85,5.96,40.67,31.04,,1.09,38.3,38.4,2.01,6.01,434.0,Severe
388.11,513.91,33.53,78.03,74.95,,2.09,3.01,32.69,1.99,5.98,502.0,Severe
57.61,195.84,35.46,47.73,62.52,,35.46,39.76,37.96,2.12,31.72,530.0,Severe
175.49,289.4,58.34,63.04,85.11,57.52,1.83,16.82,32.77,6.36,36.57,413.0,Severe
209.27,413.49,144.66,111.23,121.37,48.82,1.88,25.0,85.57,4.98,14.6,413.0,Severe
272.75,,45.79,62.96,69.19,48.72,1.03,15.52,29.14,0.09,1.04,413.0,Severe
260.54,,44.33,42.82,87.15,,2.0,4.95,9.11,0.26,0.91,402.0,Severe
304.74,469.32,197.73,148.03,236.91,55.15,2.75,20.1,26.05,48.97,54.42,463.0,Severe
92.68,473.02,11.35,25.64,31.65,28.48,0.96,13.03,62.1,0.59,4.13,457.0,Severe
184.69,371.87,140.56,110.15,65.91,67.47,1.1,50.31,43.31,6.04,29.96,418.0,Severe
100.93,456.56,25.19,0.02,23.45,7.09,1.86,18.29,8.62,,,434.0,Severe
92.74,,28.91,80.7,35.3,,28.91,44.35,46.56,4.03,32.27,657.0,Severe
685.36,708.8,155.53,128.15,97.62,96.22,3.23,22.61,39.21,9.98,27.66,676.0,Severe
34.05,,27.58,46.79,43.41,,27.58,29.66,22.77,5.79,24.71,489.0,Severe
243.78,,31.32,56.84,6.24,,2.24,10.23,32.19,1.52,3.77,448.0,Severe
291.98,391.88,131.41,109.65,79.95,53.33,1.34,23.97,35.58,6.64,16.56,428.0,Severe
251.83,,14.59,4.56,10.01,,2.95,31.97,,3.77,28.38,415.0,Severe
231.89,,38.7,62.82,65.0,50.05,1.36,9.76,26.75,1.46,3.4,420.0,Severe
465.08,622.4,66.78,70.1,104.82,73.63,2.44,13.94,88.03,7.84,28.2,613.0,Severe
88.79,125.19,15.2,54.23,37.8,,15.2,56.67,45.39,1.82,31.52,483.0,Severe
236.55,280.89,87.83,49.81,103.8,,1.01,13.67,39.88,6.59,5.11,402.0,Severe
242.58,158.08,8.62,42.92,47.85,49.8,2.75,10.66,33.28,3.79,8.3,449.0,Severe
128.13,,10.96,23.05,,,0.38,1.81,80.73,0.02,1.36,550.0,Severe
36.1,88.66,27.22,46.87,53.9,,27.22,40.52,51.74,2.14,32.05,434.0,Severe
400.97,,24.17,54.59,47.4,42.51,2.0,16.73,39.74,0.8,1.73,485.0,Severe
314.48,447.79,57.78,39.5,72.59,,1.48,27.05,22.61,0.0,0.0,462.0,Severe
53.13,117.3,29.06,107.86,84.37,,29.06,30.43,43.43,6.23,79.21,465.0,Severe
54.18,,35.1,83.9,39.51,,35.1,51.23,51.56,4.09,32.34,914.0,Severe
312.14,,78.45,43.25,119.75,,3.26,10.52,12.36,0.52,1.54,502.0,Severe
88.33,,80.16,95.95,73.2,,80.16,39.24,45.03,4.08,32.36,1017.0,Severe
221.57,,81.19,73.28,6.24,,6.9,6.75,28.74,6.88,14.52,421.0,Severe
124.45,,96.21,97.63,81.12,,96.21,56.28,53.72,4.11,32.36,1302.0,Severe
20.82,,31.54,53.22,49.5,,31.54,60.88,,3.94,16.02,481.0,Severe
160.43,,19.45,65.53,46.48,,19.45,49.95,55.47,11.37,31.65,657.0,Severe
37.76,,23.91,45.39,39.98,,23.91,19.83,,4.59,25.32,428.0,Severe
114.6,,42.76,36.29,49.36,,42.76,22.99,56.47,9.97,51.66,1235.0,Severe
482.4,483.99,127.32,148.92,116.45,104.84,2.78,29.4,108.33,11.64,34.69,625.0,Severe
34.57,492.89,13.08,17.89,40.64,5.68,0.79,15.69,29.29,0.48,,838.0,Severe
301.46,,18.44,54.86,,,1.44,5.99,83.13,2.0,5.18,422.0,Severe
52.55,172.36,27.02,99.11,79.15,,27.02,46.88,57.81,6.3,80.04,482.0,Severe
110.7,,38.01,107.13,76.89,,38.01,57.58,,19.05,52.97,1056.0,Severe
269.05,451.43,75.17,78.22,129.46,45.72,2.4,15.42,107.94,3.78,8.46,424.0,Severe
102.12,,57.92,95.29,54.93,,57.92,69.02,51.71,4.09,32.38,1264.0,Severe
109.2,,37.47,104.9,45.83,,37.47,76.7,43.34,4.08,32.3,714.0,Severe
262.53,411.49,64.97,60.35,90.67,56.49,2.23,15.59,36.33,8.5,51.69,440.0,Severe
177.33,,37.49,47.58,77.85,,37.49,99.72,36.47,17.0,52.66,761.0,Severe
293.91,497.31,110.07,96.68,69.09,56.8,1.86,23.11,38.89,9.28,23.99,402.0,Severe
194.99,427.02,155.9,88.38,66.62,62.33,1.26,19.98,39.02,5.72,14.11,438.0,Severe
22.36,,10.95,22.97,,,0.16,2.9,7.55,0.0,0.0,547.0,Severe
34.52,,31.19,51.26,48.28,,31.19,66.48,,4.46,19.16,482.0,Severe
70.39,,44.04,55.52,37.71,,44.04,69.83,59.5,77.43,72.18,625.0,Severe
205.41,,12.23,17.36,8.93,,1.16,36.54,,3.3,18.2,403.0,Severe
99.88,424.28,23.55,0.03,22.54,6.98,2.34,31.05,10.45,0.0,,456.0,Severe
205.21,,93.31,100.87,77.22,,93.31,75.95,61.17,20.41,55.29,1630.0,Severe
89.53,,35.38,122.51,94.35,,35.38,156.59,83.69,14.9,82.3,430.0,Severe
74.35,,11.84,58.93,24.38,,11.84,10.22,28.63,4.16,32.38,471.0,Severe
108.68,,17.03,32.87,49.9,,17.03,22.59,19.56,12.47,51.84,551.0,Severe
373.48,,58.67,76.98,,,2.02,13.24,48.78,6.47,22.63,436.0,Severe
56.42,,35.02,152.62,100.58,,35.02,124.25,44.79,11.98,88.61,700.0,Severe
137.87,,20.2,32.98,53.18,,20.2,21.89,17.41,12.76,39.39,536.0,Severe
335.71,,32.13,23.83,25.66,,4.02,26.59,54.36,0.99,4.81,446.0,Severe
248.01,341.15,186.07,91.07,71.88,68.53,1.55,23.11,41.13,7.26,16.51,439.0,Severe
230.26,,13.41,27.12,27.51,,0.13,1.01,22.69,0.02,,414.0,Severe
40.18,,72.58,28.27,100.85,,72.58,14.63,4.33,0.0,0.3,705.0,Severe
132.01,316.53,79.81,89.01,109.33,34.88,1.32,24.72,99.74,1.64,7.21,430.0,Severe
160.05,,34.65,115.92,82.4,,34.65,90.5,48.77,3.87,21.26,844.0,Severe
220.77,376.33,150.24,92.34,91.72,41.82,2.08,45.39,42.33,4.33,17.84,468.0,Severe
149.35,346.31,105.43,94.29,129.43,37.11,2.19,27.27,112.83,2.22,11.14,425.0,Severe
363.78,,20.84,10.18,14.79,,2.27,36.53,41.42,3.81,24.79,441.0,Severe
47.83,,25.73,49.36,43.28,,25.73,113.31,3.22,6.3,23.79,468.0,Severe
305.58,374.92,54.52,40.14,70.15,,0.82,25.86,26.45,0.0,0.0,433.0,Severe
116.54,,45.17,140.86,103.35,,45.17,118.35,10.65,11.53,66.97,1210.0,Severe
237.22,364.61,56.97,68.58,88.33,48.6,2.06,14.7,30.35,7.09,44.42,437.0,Severe
55.7,,34.47,72.07,36.24,,34.47,51.26,52.99,4.12,32.38,824.0,Severe
24.07,,20.32,133.0,80.04,,20.32,45.29,75.33,3.94,16.02,413.0,Severe
110.22,528.3,21.49,0.32,21.42,6.88,1.92,26.37,8.15,,,525.0,Severe
595.88,219.63,12.27,15.87,,29.09,0.0,4.57,15.85,,,539.0,Severe
106.15,,13.12,23.02,35.05,,13.12,65.95,81.6,0.3,0.02,503.0,Severe
161.49,352.64,80.88,95.27,118.3,39.9,1.6,22.25,101.0,2.12,9.35,438.0,Severe
232.33,433.94,110.14,86.92,62.67,61.3,1.17,21.99,34.3,5.98,12.53,411.0,Severe
246.46,388.79,47.83,57.53,74.39,53.09,2.01,13.22,28.75,6.78,40.5,432.0,Severe
300.46,,25.08,58.74,40.75,50.55,1.83,9.17,25.25,3.73,5.86,431.0,Severe
266.0,,41.15,48.05,58.21,45.63,0.96,8.31,21.83,0.06,0.52,415.0,Severe
414.62,,5.92,16.14,,,0.4,3.88,19.15,0.02,1.08,408.0,Severe
250.54,,55.57,38.0,93.55,,1.86,3.25,12.85,0.42,1.11,431.0,Severe
368.79,,4.46,12.31,,,0.56,3.02,43.58,0.03,2.66,449.0,Severe
35.05,77.28,25.02,54.26,54.98,,25.02,48.29,53.43,2.14,32.05,454.0,Severe
271.91,354.56,83.44,57.25,103.44,,1.11,16.35,38.91,6.27,8.41,407.0,Severe
44.41,102.31,36.34,236.79,156.68,,36.34,59.59,32.92,2.14,32.05,528.0,Severe
113.47,,23.43,70.08,51.67,,23.43,83.88,49.54,4.15,32.44,518.0,Severe
94.1,,22.14,36.53,57.49,,22.14,61.31,46.77,17.5,52.01,720.0,Severe
71.82,,37.72,77.57,75.31,,37.72,59.98,46.07,15.85,41.29,541.0,Severe
114.78,,74.41,159.18,138.66,,74.41,122.06,32.35,9.83,41.52,1314.0,Severe
353.24,,10.97,9.85,9.21,,2.3,28.81,,3.96,24.46,490.0,Severe
31.01,,26.43,63.76,50.83,,26.43,128.43,18.69,6.33,27.76,467.0,Severe
117.59,,61.13,116.34,61.73,,61.13,76.89,42.29,4.12,32.36,1261.0,Severe
423.52,576.12,44.06,59.35,73.02,50.12,2.35,14.14,37.71,7.47,48.7,595.0,Severe
539.13,,7.99,8.57,16.2,,0.73,9.1,37.95,,,661.0,Severe
41.97,109.2,30.92,107.17,87.53,,30.92,96.35,34.38,6.3,80.04,490.0,Severe
45.77,,33.34,54.56,51.5,,33.34,25.47,,5.48,25.45,510.0,Severe
126.39,476.74,8.17,30.55,30.89,18.35,0.53,6.64,66.89,0.18,7.64,434.0,Severe
42.43,116.7,32.1,114.44,92.42,,32.1,142.27,38.2,6.3,80.04,455.0,Severe
96.51,,15.07,84.06,52.25,,15.07,102.74,74.34,35.22,54.77,463.0,Severe
83.85,370.72,30.51,,26.37,7.39,2.59,17.27,6.5,0.0,,404.0,Severe
77.56,137.39,30.93,59.03,51.88,,30.93,59.11,36.15,1.15,38.57,568.0,Severe
230.07,,27.86,31.34,25.02,,2.14,33.58,41.91,4.9,31.04,477.0,Severe
467.37,,15.39,20.77,6.16,,2.01,4.92,45.27,37.16,67.55,584.0,Severe
101.09,162.86,15.07,43.66,31.13,,15.07,42.07,44.44,2.85,46.56,988.0,Severe
36.87,,26.51,23.28,47.75,,26.51,13.74,4.91,4.83,12.77,468.0,Severe
138.4,,134.85,141.97,169.89,,134.85,127.68,25.63,28.04,205.68,1526.0,Severe
104.22,,39.51,142.95,118.86,,39.51,72.1,52.74,0.74,5.81,862.0,Severe
89.14,,63.43,81.71,55.88,,63.43,70.0,44.86,4.07,32.37,1319.0,Severe
198.09,356.85,72.18,87.53,69.94,42.62,1.17,53.24,63.83,4.61,26.2,479.0,Severe
272.45,403.32,64.96,66.11,94.9,63.66,2.36,17.83,37.53,7.7,50.53,464.0,Severe
272.9,,31.92,73.46,39.23,,2.83,37.73,50.43,0.62,3.12,448.0,Severe
454.15,,122.14,35.62,167.56,,3.45,7.22,27.27,0.73,2.0,598.0,Severe
318.54,,220.86,266.46,203.0,,5.08,21.41,29.94,0.98,5.37,439.0,Severe
284.03,,86.66,43.49,129.92,,2.16,8.81,22.66,0.43,1.12,430.0,Severe
326.79,500.15,32.73,57.76,61.51,49.61,1.86,10.25,35.11,6.28,33.0,455.0,Severe
82.49,,30.47,80.4,36.1,,30.47,61.13,48.85,3.87,21.26,578.0,Severe
189.09,249.35,30.67,58.86,29.83,34.4,0.84,20.83,41.6,5.22,9.15,413.0,Severe
287.55,,18.46,15.51,4.05,,7.74,5.21,29.16,,,420.0,Severe
43.18,,29.79,51.27,47.24,,29.79,18.21,,6.41,27.58,474.0,Severe
28.94,,21.18,53.02,41.66,,21.18,26.92,16.38,5.76,20.92,431.0,Severe
270.1,484.82,54.41,76.67,101.63,66.4,2.39,19.94,97.03,5.33,10.78,426.0,Severe
44.02,,30.74,54.33,49.44,,30.74,48.99,7.14,4.95,21.77,476.0,Severe
32.36,,25.68,78.27,57.34,,25.68,71.59,44.82,7.3,76.14,717.0,Severe
72.3,118.19,26.27,24.48,29.66,,26.27,54.58,32.36,,,538.0,Severe
26.72,486.99,20.32,12.54,29.09,12.08,0.58,10.48,36.15,1.3,1.1,478.0,Severe
213.12,317.52,42.71,50.13,49.3,50.8,1.46,20.55,34.52,0.88,4.02,404.0,Severe
169.6,237.56,69.18,11.13,125.47,27.33,2.16,13.43,18.12,4.9,,402.0,Severe
45.37,176.7,24.41,64.69,59.39,,24.41,43.82,68.52,2.14,32.05,462.0,Severe
44.65,120.74,25.34,135.12,94.8,,25.34,104.15,58.38,6.3,80.04,429.0,Severe
109.8,,30.62,132.61,87.54,,30.62,99.72,57.77,0.74,5.81,889.0,Severe
40.97,,29.94,113.8,77.86,,29.94,22.82,3.69,7.93,52.09,478.0,Severe
206.89,,145.32,55.67,201.0,,145.32,20.47,38.0,1.69,3.45,971.0,Severe
90.02,,47.15,99.02,83.49,,47.15,130.27,67.89,0.0,0.0,707.0,Severe
57.65,138.99,49.58,168.74,138.85,,49.58,153.44,41.05,1.15,23.37,614.0,Severe
249.23,387.84,39.19,60.59,68.5,55.46,1.66,14.8,37.38,5.4,30.25,413.0,Severe
130.76,,45.61,41.03,85.76,,45.61,65.77,41.58,24.12,85.31,818.0,Severe
128.56,,89.57,160.65,157.6,,89.57,124.43,40.06,36.0,111.01,1355.0,Severe
59.66,,47.44,77.68,77.3,,47.44,26.01,63.51,11.44,63.31,836.0,Severe
93.05,,40.22,94.66,76.19,,40.22,104.74,60.03,31.5,104.29,599.0,Severe
229.35,450.31,110.1,88.54,45.05,52.64,1.16,21.22,33.35,7.31,15.69,437.0,Severe
466.48,,100.19,36.53,136.84,,4.18,12.42,5.45,0.4,1.36,568.0,Severe
85.35,,48.64,105.07,87.55,,48.64,111.22,62.31,35.32,143.01,669.0,Severe
271.83,,71.5,57.11,,,1.63,21.96,30.52,3.28,13.16,430.0,Severe
175.23,409.95,114.73,102.55,57.91,38.41,1.12,62.6,40.1,8.34,41.02,416.0,Severe
92.21,,26.17,69.96,60.01,,26.17,39.96,43.76,4.13,32.37,917.0,Severe
292.92,,24.34,36.69,61.04,,1.77,6.02,23.46,0.24,0.79,421.0,Severe
522.1,,7.75,10.15,17.76,,1.82,8.89,20.25,2.41,24.04,708.0,Severe
271.7,464.28,75.93,71.88,101.5,58.85,2.85,17.4,53.37,9.5,69.49,437.0,Severe
38.12,,40.63,45.66,52.59,,40.63,26.76,,6.64,58.54,556.0,Severe
41.4,143.82,30.09,41.39,53.51,,30.09,40.05,42.78,2.14,32.05,473.0,Severe
455.38,,5.96,10.06,,,0.5,3.61,18.06,0.02,2.41,404.0,Severe
284.45,,11.34,28.56,14.26,,2.16,20.68,73.76,0.7,4.56,447.0,Severe
371.42,545.66,77.46,82.63,114.67,50.55,2.92,16.26,26.54,8.2,65.31,537.0,Severe
428.88,,3.02,10.77,,,28.01,8.33,15.19,2.69,26.88,531.0,Severe
414.58,,62.58,29.81,45.69,,2.34,28.35,37.07,1.49,7.21,550.0,Severe
325.72,,9.27,22.08,4.47,,1.64,9.08,55.03,,,427.0,Severe
70.06,,26.17,55.69,27.82,,26.17,62.14,23.56,4.09,32.34,547.0,Severe
65.54,,13.95,36.07,27.95,,13.95,87.14,,11.0,31.53,415.0,Severe
81.22,,65.1,44.75,67.79,,65.1,7.27,15.7,4.23,32.46,1121.0,Severe
342.7,,107.42,78.56,127.24,65.39,1.26,16.56,23.3,0.16,2.8,457.0,Severe
244.33,,54.96,92.85,6.24,,2.05,6.9,62.79,8.76,21.46,416.0,Severe
93.4,429.05,20.48,0.53,20.86,6.82,1.88,23.58,10.9,,,431.0,Severe
79.34,,14.63,106.33,62.78,,14.63,113.88,54.62,17.73,69.72,765.0,Severe
84.15,,15.83,32.1,47.93,,15.83,19.37,23.12,8.34,23.83,519.0,Severe
270.21,104.38,3.12,0.65,2.57,11.2,0.94,8.98,43.41,1.07,6.22,502.0,Severe
518.1,,8.47,25.91,4.22,,2.05,10.99,59.02,2.56,3.75,607.0,Severe
133.13,,77.55,155.59,80.21,,77.55,101.13,,26.28,59.96,1548.0,Severe
320.26,467.74,34.23,54.1,61.32,49.38,1.93,12.88,35.0,5.6,35.45,473.0,Severe
436.55,,32.51,21.09,24.91,,2.86,33.82,53.72,5.47,26.65,539.0,Severe
378.39,,45.74,51.14,63.79,42.02,2.05,8.94,50.44,1.16,1.11,503.0,Severe
402.47,,7.35,24.59,,,1.31,3.85,27.63,3.01,5.02,458.0,Severe
240.97,389.18,85.66,72.93,131.21,72.69,2.38,24.08,87.26,5.58,16.21,433.0,Severe
342.45,475.1,158.66,131.92,69.68,88.02,2.23,25.93,177.07,9.52,33.1,480.0,Severe
48.44,,84.21,30.66,114.87,,84.21,15.67,4.26,1.62,7.1,805.0,Severe
75.84,,5.15,13.83,,,0.72,6.08,8.85,0.03,2.57,576.0,Severe
329.55,,130.41,67.21,,,4.49,7.69,41.32,11.29,24.7,441.0,Severe
248.06,,14.75,21.94,14.63,,2.11,64.97,68.85,9.93,29.16,416.0,Severe
253.4,,45.55,44.38,46.74,,2.44,41.9,,4.76,28.61,425.0,Severe
49.47,,34.28,63.28,56.19,,34.28,88.36,13.94,4.75,23.45,527.0,Severe
287.49,,3.19,10.56,,,21.5,6.3,20.84,4.26,42.66,431.0,Severe
89.41,,28.93,130.93,85.46,,28.93,110.86,34.08,0.74,5.81,488.0,Severe
178.33,,54.56,35.31,72.8,,54.56,55.04,107.38,0.46,0.06,914.0,Severe
222.41,,54.94,26.47,81.18,,2.03,5.89,10.7,0.41,1.92,407.0,Severe
150.76,543.0,61.75,74.99,47.72,51.4,0.35,27.69,35.44,1.68,3.49,428.0,Severe
420.3,509.73,89.1,64.57,106.68,44.2,2.45,26.52,38.35,9.12,44.0,452.0,Severe
173.54,,16.92,28.01,44.95,,1.36,9.45,19.87,0.18,0.72,410.0,Severe
59.98,,50.93,76.66,46.6,,50.93,53.21,53.67,4.09,32.32,604.0,Severe
203.3,,11.74,14.79,26.54,,11.74,16.14,47.43,2.23,6.43,417.0,Severe
290.41,,93.85,54.83,104.19,46.14,1.89,9.96,22.2,6.83,12.02,433.0,Severe
51.15,123.03,33.0,25.32,36.81,,33.0,84.52,23.61,1.15,31.37,529.0,Severe
92.94,,14.34,114.26,66.44,,14.34,83.85,51.68,11.26,38.97,610.0,Severe
143.55,,27.3,31.15,57.16,,27.3,50.98,35.38,18.61,72.78,737.0,Severe
392.31,,28.96,18.36,47.32,,2.08,1.29,0.6,0.35,0.72,472.0,Severe
158.43,324.64,47.9,60.63,103.82,60.24,2.38,17.94,100.54,3.43,6.7,408.0,Severe
59.51,106.43,24.98,25.39,30.87,,24.98,71.69,23.57,1.82,38.68,547.0,Severe
263.39,459.45,98.5,70.46,119.07,52.74,2.9,17.62,50.55,10.08,90.31,456.0,Severe
367.86,,3.23,10.64,,,23.94,6.32,18.91,3.61,36.15,472.0,Severe
109.53,,55.08,117.71,98.52,,55.08,123.22,43.0,8.31,39.7,1430.0,Severe
16.18,,9.32,36.8,24.9,,6.02,1.31,7.9,1.84,6.04,449.0,Severe
301.41,,118.1,32.02,148.44,,4.71,11.46,16.89,0.57,1.82,417.0,Severe
302.58,,54.77,41.38,96.15,,2.12,2.3,14.04,0.76,1.48,454.0,Severe
359.72,,21.95,7.79,15.32,,2.96,32.07,25.2,4.2,25.03,449.0,Severe
91.56,,79.42,118.89,73.26,,79.42,60.97,,21.11,56.47,1154.0,Severe
79.68,169.52,57.77,91.2,87.59,,57.77,64.67,50.27,2.85,46.56,962.0,Severe
260.51,,31.8,40.09,71.89,,1.79,2.93,23.52,0.44,1.33,414.0,Severe
264.63,453.77,89.36,66.58,121.45,55.63,2.75,16.74,42.51,8.92,57.53,431.0,Severe
62.48,147.78,43.22,50.12,52.43,,43.22,57.29,63.76,0.99,34.54,543.0,Severe
250.19,,5.5,7.88,5.37,,1.03,31.37,85.39,3.26,23.04,405.0,Severe
555.33,,43.25,25.81,69.05,,0.76,1.5,13.59,0.22,0.9,476.0,Severe
153.28,613.34,12.05,24.61,29.31,26.27,0.7,7.31,40.15,2.98,10.64,593.0,Severe
537.96,693.21,121.1,149.12,157.33,111.69,2.8,26.66,160.01,11.45,30.13,593.0,Severe
264.75,385.31,152.42,94.91,244.34,28.39,1.42,18.51,29.41,23.17,52.79,405.0,Severe
61.46,103.64,23.56,112.12,81.56,,23.56,81.76,60.38,1.15,23.41,572.0,Severe
305.4,,94.14,98.34,6.24,,5.76,4.69,38.3,3.14,11.02,450.0,Severe
355.77,528.41,162.93,112.59,142.64,89.56,2.28,40.23,257.73,10.29,35.64,522.0,Severe
336.07,,102.44,83.21,,,3.41,11.41,35.47,3.17,14.21,455.0,Severe
50.65,,10.63,13.0,19.88,,10.63,13.06,6.21,33.6,19.27,494.0,Severe
292.02,,3.21,8.31,,,0.64,14.55,41.41,0.03,3.09,405.0,Severe
271.84,,67.51,52.12,82.61,,3.13,17.1,22.44,3.48,10.62,404.0,Severe
331.04,,74.46,88.03,6.24,,2.89,4.25,70.68,2.47,7.71,423.0,Severe
48.26,165.97,35.25,157.23,116.89,,35.25,50.5,29.11,6.3,80.04,502.0,Severe
110.34,,30.4,150.93,94.57,,30.4,95.48,47.58,16.99,102.25,898.0,Severe
324.42,,7.91,10.83,,,19.8,13.69,16.49,2.43,21.9,421.0,Severe
73.98,202.3,17.81,168.45,107.32,,17.81,35.04,70.3,6.3,80.04,587.0,Severe
223.24,428.19,99.67,99.8,183.72,9.87,2.56,78.68,23.63,0.0,0.0,452.0,Severe
295.71,476.09,86.62,94.04,131.36,79.87,2.42,23.57,108.14,5.81,16.3,463.0,Severe
275.48,,18.02,14.26,14.62,,2.82,20.03,45.71,0.92,5.22,465.0,Severe
75.42,,11.02,75.02,23.99,,11.02,49.3,54.91,4.07,32.31,423.0,Severe
71.07,369.02,32.85,,27.66,7.52,2.96,6.63,8.0,0.0,,437.0,Severe
274.78,,31.32,43.05,,,1.91,8.53,41.88,2.95,12.71,432.0,Severe
161.11,477.65,166.64,88.27,107.99,46.41,2.14,26.66,32.06,4.5,10.99,496.0,Severe
263.25,422.11,143.08,101.67,79.26,77.5,1.05,20.38,34.89,8.15,18.27,474.0,Severe
41.39,,100.77,54.7,48.42,,100.77,15.75,,0.0,0.0,499.0,Severe
34.44,,35.18,58.49,54.79,,35.18,85.34,,4.8,25.59,577.0,Severe
282.8,396.97,163.39,105.5,213.42,31.01,2.44,12.3,26.88,38.06,48.45,475.0,Severe
104.21,,22.52,72.51,52.07,,22.52,65.42,39.14,10.93,36.5,442.0,Severe
19.66,,24.39,65.16,49.98,,24.39,56.92,26.6,3.94,16.02,518.0,Severe
91.04,,5.88,64.6,35.89,,5.88,74.09,29.65,7.72,23.75,856.0,Severe
,,10.29,8.47,7.93,,1.28,9.53,32.19,,,445.0,Severe
17.91,,32.15,57.3,51.94,,32.15,74.72,,3.94,16.02,521.0,Severe
498.02,,195.0,45.11,239.99,,6.15,7.32,34.48,0.91,2.83,586.0,Severe
48.74,153.69,19.89,91.02,67.08,,19.89,138.12,52.86,17.04,83.72,515.0,Severe
62.15,94.91,42.34,147.33,120.16,,42.34,143.33,15.8,2.14,27.52,883.0,Severe
45.31,128.97,40.51,157.22,122.89,,40.51,31.64,33.43,6.3,80.04,524.0,Severe
46.19,,86.72,29.66,116.39,,86.72,14.31,4.77,5.5,26.78,776.0,Severe
84.16,,17.12,91.61,57.46,,17.12,72.88,24.38,13.56,35.06,761.0,Severe
44.81,,41.38,35.46,48.18,,41.38,37.6,,5.08,62.54,513.0,Severe
157.6,94.34,12.68,16.01,,29.27,0.0,10.25,16.36,,,473.0,Severe
262.68,402.21,100.7,77.9,133.24,50.3,2.35,18.07,34.75,8.27,55.89,411.0,Severe
58.92,,26.74,67.8,53.03,,26.74,56.88,,4.68,28.77,491.0,Severe
306.42,,17.09,30.55,33.09,,1.99,16.21,40.66,1.07,5.96,407.0,Severe
249.95,452.96,88.06,84.89,150.79,69.34,2.64,33.72,115.45,8.75,21.95,439.0,Severe
478.16,,51.71,17.36,33.22,,3.41,30.18,38.13,5.35,26.71,550.0,Severe
147.35,,34.64,39.1,73.74,,34.64,46.09,26.43,5.8,5.08,691.0,Severe
